name,latitude,longitude,threshold,event_date,geps_init_date,lead_time_days,event_flag,amd_tmp_min,percentile
Date,42.493500,140.866200,3.0,2025-04-23,2025-04-20,3,0,5.70,0.0
Date,42.493500,140.866200,3.0,2025-04-24,2025-04-20,4,0,8.00,0.0
Date,42.493500,140.866200,3.0,2025-04-25,2025-04-20,5,0,4.70,0.0
Date,42.493500,140.866200,3.0,2025-04-26,2025-04-20,6,1,1.20,0.0
Date,42.493500,140.866200,3.0,2025-04-27,2025-04-20,7,0,3.60,0.2
Date,42.493500,140.866200,3.0,2025-04-28,2025-04-20,8,1,0.90,0.0
Date,42.493500,140.866200,3.0,2025-04-29,2025-04-20,9,0,5.20,0.2
Date,42.493500,140.866200,3.0,2025-04-30,2025-04-20,10,1,2.40,0.2
Date,42.493500,140.866200,3.0,2025-05-01,2025-04-20,11,1,0.30,0.0
Date,42.493500,140.866200,3.0,2025-05-02,2025-04-20,12,0,9.20,0.1
Date,42.493500,140.866200,3.0,2025-05-03,2025-04-20,13,0,8.50,0.0
Date,42.493500,140.866200,3.0,2025-05-04,2025-04-20,14,0,5.60,0.0
Date,42.493500,140.866200,3.0,2025-05-05,2025-04-20,15,0,6.90,0.1
Date,42.493500,140.866200,3.0,2025-05-06,2025-04-20,16,0,4.30,0.0
Kitami,43.770900,143.820100,-1.0,2025-04-20,2025-04-20,0,0,3.80,0.0
Kitami,43.770900,143.820100,-1.0,2025-04-21,2025-04-20,1,0,0.60,0.0
Kitami,43.770900,143.820100,-1.0,2025-04-22,2025-04-20,2,0,0.80,1.2
Kitami,43.770900,143.820100,-1.0,2025-04-23,2025-04-20,3,0,2.10,1.7
Kitami,43.770900,143.820100,-1.0,2025-04-24,2025-04-20,4,0,-0.90,1.9
Kitami,43.770900,143.820100,-1.0,2025-04-25,2025-04-20,5,0,3.40,6.1
Kitami,43.770900,143.820100,-1.0,2025-04-26,2025-04-20,6,0,-0.70,2.3
Kitami,43.770900,143.820100,-1.0,2025-04-27,2025-04-20,7,1,-1.30,0.9
Kitami,43.770900,143.820100,-1.0,2025-04-28,2025-04-20,8,0,-0.30,8.6
Kitami,43.770900,143.820100,-1.0,2025-04-29,2025-04-20,9,0,-0.20,3.5
Kitami,43.770900,143.820100,-1.0,2025-04-30,2025-04-20,10,0,-0.20,2.8
Kitami,43.770900,143.820100,-1.0,2025-05-01,2025-04-20,11,0,-0.30,1.4
Kitami,43.770900,143.820100,-1.0,2025-05-02,2025-04-20,12,0,2.20,1.4
Kitami,43.770900,143.820100,-1.0,2025-05-03,2025-04-20,13,0,7.90,1.6
Kitami,43.770900,143.820100,-1.0,2025-05-04,2025-04-20,14,0,3.50,1.9
Kitami,43.770900,143.820100,-1.0,2025-05-05,2025-04-20,15,0,2.70,1.7
Kitami,43.770900,143.820100,-1.0,2025-05-06,2025-04-20,16,0,1.40,1.3
Kitami,43.770900,143.820100,3.0,2025-04-20,2025-04-20,0,0,3.80,0.0
Kitami,43.770900,143.820100,3.0,2025-04-21,2025-04-20,1,1,0.60,49.1
Kitami,43.770900,143.820100,3.0,2025-04-22,2025-04-20,2,1,0.80,97.9
Kitami,43.770900,143.820100,3.0,2025-04-23,2025-04-20,3,1,2.10,60.0
Kitami,43.770900,143.820100,3.0,2025-04-24,2025-04-20,4,1,-0.90,2.2
Kitami,43.770900,143.820100,3.0,2025-04-25,2025-04-20,5,0,3.40,57.6
Kitami,43.770900,143.820100,3.0,2025-04-26,2025-04-20,6,1,-0.70,3.3
Kitami,43.770900,143.820100,3.0,2025-04-27,2025-04-20,7,1,-1.30,0.9
Kitami,43.770900,143.820100,3.0,2025-04-28,2025-04-20,8,1,-0.30,14.0
Kitami,43.770900,143.820100,3.0,2025-04-29,2025-04-20,9,1,-0.20,6.8
Kitami,43.770900,143.820100,3.0,2025-04-30,2025-04-20,10,1,-0.20,5.4
Kitami,43.770900,143.820100,3.0,2025-05-01,2025-04-20,11,1,-0.30,2.4
Kitami,43.770900,143.820100,3.0,2025-05-02,2025-04-20,12,1,2.20,12.5
Kitami,43.770900,143.820100,3.0,2025-05-03,2025-04-20,13,0,7.90,20.5
Kitami,43.770900,143.820100,3.0,2025-05-04,2025-04-20,14,0,3.50,18.3
Kitami,43.770900,143.820100,3.0,2025-05-05,2025-04-20,15,1,2.70,15.1
Kitami,43.770900,143.820100,3.0,2025-05-06,2025-04-20,16,1,1.40,5.5
Chitose,42.923800,141.772500,-1.0,2025-04-20,2025-04-20,0,0,5.40,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-21,2025-04-20,1,0,2.20,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-22,2025-04-20,2,0,1.40,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-23,2025-04-20,3,0,3.70,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-24,2025-04-20,4,0,4.70,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-25,2025-04-20,5,0,2.50,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-26,2025-04-20,6,0,2.00,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-27,2025-04-20,7,0,1.40,0.1
Chitose,42.923800,141.772500,-1.0,2025-04-28,2025-04-20,8,0,-0.70,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-29,2025-04-20,9,0,2.60,0.0
Chitose,42.923800,141.772500,-1.0,2025-04-30,2025-04-20,10,0,0.90,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-01,2025-04-20,11,0,-0.90,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-02,2025-04-20,12,0,8.00,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-03,2025-04-20,13,0,8.60,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-04,2025-04-20,14,0,6.80,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-05,2025-04-20,15,0,5.60,0.0
Chitose,42.923800,141.772500,-1.0,2025-05-06,2025-04-20,16,0,4.90,0.0
Chitose,42.923800,141.772500,3.0,2025-04-20,2025-04-20,0,0,5.40,0.0
Chitose,42.923800,141.772500,3.0,2025-04-21,2025-04-20,1,1,2.20,0.0
Chitose,42.923800,141.772500,3.0,2025-04-22,2025-04-20,2,1,1.40,13.5
Chitose,42.923800,141.772500,3.0,2025-04-23,2025-04-20,3,0,3.70,2.0
Chitose,42.923800,141.772500,3.0,2025-04-24,2025-04-20,4,0,4.70,0.4
Chitose,42.923800,141.772500,3.0,2025-04-25,2025-04-20,5,1,2.50,0.2
Chitose,42.923800,141.772500,3.0,2025-04-26,2025-04-20,6,1,2.00,1.6
Chitose,42.923800,141.772500,3.0,2025-04-27,2025-04-20,7,1,1.40,5.9
Chitose,42.923800,141.772500,3.0,2025-04-28,2025-04-20,8,1,-0.70,0.1
Chitose,42.923800,141.772500,3.0,2025-04-29,2025-04-20,9,1,2.60,7.1
Chitose,42.923800,141.772500,3.0,2025-04-30,2025-04-20,10,1,0.90,1.0
Chitose,42.923800,141.772500,3.0,2025-05-01,2025-04-20,11,1,-0.90,0.0
Chitose,42.923800,141.772500,3.0,2025-05-02,2025-04-20,12,0,8.00,3.3
Chitose,42.923800,141.772500,3.0,2025-05-03,2025-04-20,13,0,8.60,1.4
Chitose,42.923800,141.772500,3.0,2025-05-04,2025-04-20,14,0,6.80,1.7
Chitose,42.923800,141.772500,3.0,2025-05-05,2025-04-20,15,0,5.60,2.2
Chitose,42.923800,141.772500,3.0,2025-05-06,2025-04-20,16,0,4.90,2.0
Rikubetsu,43.471184,143.757191,-1.0,2025-04-20,2025-04-20,0,0,5.30,0.0
Rikubetsu,43.471184,143.757191,-1.0,2025-04-21,2025-04-20,1,0,0.00,0.0
Rikubetsu,43.471184,143.757191,-1.0,2025-04-22,2025-04-20,2,0,-0.20,0.0
Rikubetsu,43.471184,143.757191,-1.0,2025-04-23,2025-04-20,3,0,0.10,0.0
Rikubetsu,43.471184,143.757191,-1.0,2025-04-24,2025-04-20,4,0,0.10,0.6
Rikubetsu,43.471184,143.757191,-1.0,2025-04-25,2025-04-20,5,0,1.70,0.3
Rikubetsu,43.471184,143.757191,-1.0,2025-04-26,2025-04-20,6,1,-2.20,0.0
Rikubetsu,43.471184,143.757191,-1.0,2025-04-27,2025-04-20,7,1,-1.30,0.2
Rikubetsu,43.471184,143.757191,-1.0,2025-04-28,2025-04-20,8,1,-2.30,0.4
Rikubetsu,43.471184,143.757191,-1.0,2025-04-29,2025-04-20,9,0,0.10,1.9
Rikubetsu,43.471184,143.757191,-1.0,2025-04-30,2025-04-20,10,0,-0.20,2.0
Rikubetsu,43.471184,143.757191,-1.0,2025-05-01,2025-04-20,11,0,0.40,0.9
Rikubetsu,43.471184,143.757191,-1.0,2025-05-02,2025-04-20,12,0,3.30,1.3
Rikubetsu,43.471184,143.757191,-1.0,2025-05-03,2025-04-20,13,0,5.50,0.8
Rikubetsu,43.471184,143.757191,-1.0,2025-05-04,2025-04-20,14,0,3.60,0.7
Rikubetsu,43.471184,143.757191,-1.0,2025-05-05,2025-04-20,15,0,0.90,0.7
Rikubetsu,43.471184,143.757191,-1.0,2025-05-06,2025-04-20,16,0,0.50,0.7
Rikubetsu,43.471184,143.757191,3.0,2025-04-20,2025-04-20,0,0,5.30,0.0
Rikubetsu,43.471184,143.757191,3.0,2025-04-21,2025-04-20,1,1,0.00,1.7
Rikubetsu,43.471184,143.757191,3.0,2025-04-22,2025-04-20,2,1,-0.20,3.5
Rikubetsu,43.471184,143.757191,3.0,2025-04-23,2025-04-20,3,1,0.10,0.0
Rikubetsu,43.471184,143.757191,3.0,2025-04-24,2025-04-20,4,1,0.10,2.7
Rikubetsu,43.471184,143.757191,3.0,2025-04-25,2025-04-20,5,1,1.70,14.7
Rikubetsu,43.471184,143.757191,3.0,2025-04-26,2025-04-20,6,1,-2.20,0.0
Rikubetsu,43.471184,143.757191,3.0,2025-04-27,2025-04-20,7,1,-1.30,0.2
Rikubetsu,43.471184,143.757191,3.0,2025-04-28,2025-04-20,8,1,-2.30,0.4
Rikubetsu,43.471184,143.757191,3.0,2025-04-29,2025-04-20,9,1,0.10,6.2
Rikubetsu,43.471184,143.757191,3.0,2025-04-30,2025-04-20,10,1,-0.20,4.2
Rikubetsu,43.471184,143.757191,3.0,2025-05-01,2025-04-20,11,1,0.40,3.2
Rikubetsu,43.471184,143.757191,3.0,2025-05-02,2025-04-20,12,0,3.30,19.8
Rikubetsu,43.471184,143.757191,3.0,2025-05-03,2025-04-20,13,0,5.50,15.5
Rikubetsu,43.471184,143.757191,3.0,2025-05-04,2025-04-20,14,0,3.60,13.3
Rikubetsu,43.471184,143.757191,3.0,2025-05-05,2025-04-20,15,1,0.90,3.4
Rikubetsu,43.471184,143.757191,3.0,2025-05-06,2025-04-20,16,1,0.50,2.2
Asyoro,43.471184,143.757191,-1.0,2025-04-20,2025-04-20,0,0,5.30,0.0
Asyoro,43.471184,143.757191,-1.0,2025-04-21,2025-04-20,1,0,0.00,0.0
Asyoro,43.471184,143.757191,-1.0,2025-04-22,2025-04-20,2,0,-0.20,0.0
Asyoro,43.471184,143.757191,-1.0,2025-04-23,2025-04-20,3,0,0.10,0.0
Asyoro,43.471184,143.757191,-1.0,2025-04-24,2025-04-20,4,0,0.10,0.6
Asyoro,43.471184,143.757191,-1.0,2025-04-25,2025-04-20,5,0,1.70,0.3
Asyoro,43.471184,143.757191,-1.0,2025-04-26,2025-04-20,6,1,-2.20,0.0
Asyoro,43.471184,143.757191,-1.0,2025-04-27,2025-04-20,7,1,-1.30,0.2
Asyoro,43.471184,143.757191,-1.0,2025-04-28,2025-04-20,8,1,-2.30,0.4
Asyoro,43.471184,143.757191,-1.0,2025-04-29,2025-04-20,9,0,0.10,1.9
Asyoro,43.471184,143.757191,-1.0,2025-04-30,2025-04-20,10,0,-0.20,2.0
Asyoro,43.471184,143.757191,-1.0,2025-05-01,2025-04-20,11,0,0.40,0.9
Asyoro,43.471184,143.757191,-1.0,2025-05-02,2025-04-20,12,0,3.30,1.3
Asyoro,43.471184,143.757191,-1.0,2025-05-03,2025-04-20,13,0,5.50,0.8
Asyoro,43.471184,143.757191,-1.0,2025-05-04,2025-04-20,14,0,3.60,0.7
Asyoro,43.471184,143.757191,-1.0,2025-05-05,2025-04-20,15,0,0.90,0.7
Asyoro,43.471184,143.757191,-1.0,2025-05-06,2025-04-20,16,0,0.50,0.7
Asyoro,43.471184,143.757191,3.0,2025-04-20,2025-04-20,0,0,5.30,0.0
Asyoro,43.471184,143.757191,3.0,2025-04-21,2025-04-20,1,1,0.00,1.7
Asyoro,43.471184,143.757191,3.0,2025-04-22,2025-04-20,2,1,-0.20,3.5
Asyoro,43.471184,143.757191,3.0,2025-04-23,2025-04-20,3,1,0.10,0.0
Asyoro,43.471184,143.757191,3.0,2025-04-24,2025-04-20,4,1,0.10,2.7
Asyoro,43.471184,143.757191,3.0,2025-04-25,2025-04-20,5,1,1.70,14.7
Asyoro,43.471184,143.757191,3.0,2025-04-26,2025-04-20,6,1,-2.20,0.0
Asyoro,43.471184,143.757191,3.0,2025-04-27,2025-04-20,7,1,-1.30,0.2
Asyoro,43.471184,143.757191,3.0,2025-04-28,2025-04-20,8,1,-2.30,0.4
Asyoro,43.471184,143.757191,3.0,2025-04-29,2025-04-20,9,1,0.10,6.2
Asyoro,43.471184,143.757191,3.0,2025-04-30,2025-04-20,10,1,-0.20,4.2
Asyoro,43.471184,143.757191,3.0,2025-05-01,2025-04-20,11,1,0.40,3.2
Asyoro,43.471184,143.757191,3.0,2025-05-02,2025-04-20,12,0,3.30,19.8
Asyoro,43.471184,143.757191,3.0,2025-05-03,2025-04-20,13,0,5.50,15.5
Asyoro,43.471184,143.757191,3.0,2025-05-04,2025-04-20,14,0,3.60,13.3
Asyoro,43.471184,143.757191,3.0,2025-05-05,2025-04-20,15,1,0.90,3.4
Asyoro,43.471184,143.757191,3.0,2025-05-06,2025-04-20,16,1,0.50,2.2
Kamishihoro,43.237438,143.308896,-1.0,2025-04-20,2025-04-20,0,0,1.80,0.0
Kamishihoro,43.237438,143.308896,-1.0,2025-04-21,2025-04-20,1,0,-0.90,43.8
Kamishihoro,43.237438,143.308896,-1.0,2025-04-22,2025-04-20,2,0,0.00,97.5
Kamishihoro,43.237438,143.308896,-1.0,2025-04-23,2025-04-20,3,0,1.20,31.1
Kamishihoro,43.237438,143.308896,-1.0,2025-04-24,2025-04-20,4,0,5.20,15.0
Kamishihoro,43.237438,143.308896,-1.0,2025-04-25,2025-04-20,5,0,4.20,16.4
Kamishihoro,43.237438,143.308896,-1.0,2025-04-26,2025-04-20,6,1,-2.50,7.6
Kamishihoro,43.237438,143.308896,-1.0,2025-04-27,2025-04-20,7,1,-1.10,52.4
Kamishihoro,43.237438,143.308896,-1.0,2025-04-28,2025-04-20,8,1,-2.60,12.4
Kamishihoro,43.237438,143.308896,-1.0,2025-04-29,2025-04-20,9,0,-0.30,31.0
Kamishihoro,43.237438,143.308896,-1.0,2025-04-30,2025-04-20,10,1,-2.50,9.3
Kamishihoro,43.237438,143.308896,-1.0,2025-05-01,2025-04-20,11,1,-2.10,6.6
Kamishihoro,43.237438,143.308896,-1.0,2025-05-02,2025-04-20,12,0,1.80,11.7
Kamishihoro,43.237438,143.308896,-1.0,2025-05-03,2025-04-20,13,0,6.00,8.8
Kamishihoro,43.237438,143.308896,-1.0,2025-05-04,2025-04-20,14,0,3.20,6.4
Kamishihoro,43.237438,143.308896,-1.0,2025-05-05,2025-04-20,15,0,1.60,4.5
Kamishihoro,43.237438,143.308896,-1.0,2025-05-06,2025-04-20,16,0,0.40,6.7
Kamishihoro,43.237438,143.308896,3.0,2025-04-20,2025-04-20,0,1,1.80,50.0
Kamishihoro,43.237438,143.308896,3.0,2025-04-21,2025-04-20,1,1,-0.90,51.3
Kamishihoro,43.237438,143.308896,3.0,2025-04-22,2025-04-20,2,1,0.00,100.0
Kamishihoro,43.237438,143.308896,3.0,2025-04-23,2025-04-20,3,1,1.20,96.6
Kamishihoro,43.237438,143.308896,3.0,2025-04-24,2025-04-20,4,0,5.20,84.2
Kamishihoro,43.237438,143.308896,3.0,2025-04-25,2025-04-20,5,0,4.20,96.6
Kamishihoro,43.237438,143.308896,3.0,2025-04-26,2025-04-20,6,1,-2.50,7.6
Kamishihoro,43.237438,143.308896,3.0,2025-04-27,2025-04-20,7,1,-1.10,52.4
Kamishihoro,43.237438,143.308896,3.0,2025-04-28,2025-04-20,8,1,-2.60,12.4
Kamishihoro,43.237438,143.308896,3.0,2025-04-29,2025-04-20,9,1,-0.30,44.3
Kamishihoro,43.237438,143.308896,3.0,2025-04-30,2025-04-20,10,1,-2.50,9.3
Kamishihoro,43.237438,143.308896,3.0,2025-05-01,2025-04-20,11,1,-2.10,6.6
Kamishihoro,43.237438,143.308896,3.0,2025-05-02,2025-04-20,12,1,1.80,43.4
Kamishihoro,43.237438,143.308896,3.0,2025-05-03,2025-04-20,13,0,6.00,55.5
Kamishihoro,43.237438,143.308896,3.0,2025-05-04,2025-04-20,14,0,3.20,51.5
Kamishihoro,43.237438,143.308896,3.0,2025-05-05,2025-04-20,15,1,1.60,24.2
Kamishihoro,43.237438,143.308896,3.0,2025-05-06,2025-04-20,16,1,0.40,14.3
Ikeda,42.990216,143.443579,-1.0,2025-04-20,2025-04-20,0,0,6.30,0.0
Ikeda,42.990216,143.443579,-1.0,2025-04-21,2025-04-20,1,0,2.30,0.0
Ikeda,42.990216,143.443579,-1.0,2025-04-22,2025-04-20,2,0,0.20,0.0
Ikeda,42.990216,143.443579,-1.0,2025-04-23,2025-04-20,3,0,3.80,0.0
Ikeda,42.990216,143.443579,-1.0,2025-04-24,2025-04-20,4,0,6.40,0.1
Ikeda,42.990216,143.443579,-1.0,2025-04-25,2025-04-20,5,0,5.60,0.0
Ikeda,42.990216,143.443579,-1.0,2025-04-26,2025-04-20,6,0,-0.10,0.0
Ikeda,42.990216,143.443579,-1.0,2025-04-27,2025-04-20,7,1,-1.30,0.1
Ikeda,42.990216,143.443579,-1.0,2025-04-28,2025-04-20,8,0,-0.80,0.5
Ikeda,42.990216,143.443579,-1.0,2025-04-29,2025-04-20,9,0,0.50,0.3
Ikeda,42.990216,143.443579,-1.0,2025-04-30,2025-04-20,10,0,0.80,0.5
Ikeda,42.990216,143.443579,-1.0,2025-05-01,2025-04-20,11,1,-1.90,0.1
Ikeda,42.990216,143.443579,-1.0,2025-05-02,2025-04-20,12,0,4.30,0.4
Ikeda,42.990216,143.443579,-1.0,2025-05-03,2025-04-20,13,0,7.20,0.1
Ikeda,42.990216,143.443579,-1.0,2025-05-04,2025-04-20,14,0,5.60,0.1
Ikeda,42.990216,143.443579,-1.0,2025-05-05,2025-04-20,15,0,3.30,0.1
Ikeda,42.990216,143.443579,-1.0,2025-05-06,2025-04-20,16,0,0.50,0.2
Ikeda,42.990216,143.443579,3.0,2025-04-20,2025-04-20,0,0,6.30,0.0
Ikeda,42.990216,143.443579,3.0,2025-04-21,2025-04-20,1,1,2.30,1.9
Ikeda,42.990216,143.443579,3.0,2025-04-22,2025-04-20,2,1,0.20,0.0
Ikeda,42.990216,143.443579,3.0,2025-04-23,2025-04-20,3,0,3.80,26.2
Ikeda,42.990216,143.443579,3.0,2025-04-24,2025-04-20,4,0,6.40,11.7
Ikeda,42.990216,143.443579,3.0,2025-04-25,2025-04-20,5,0,5.60,15.1
Ikeda,42.990216,143.443579,3.0,2025-04-26,2025-04-20,6,1,-0.10,0.2
Ikeda,42.990216,143.443579,3.0,2025-04-27,2025-04-20,7,1,-1.30,0.1
Ikeda,42.990216,143.443579,3.0,2025-04-28,2025-04-20,8,1,-0.80,0.7
Ikeda,42.990216,143.443579,3.0,2025-04-29,2025-04-20,9,1,0.50,2.4
Ikeda,42.990216,143.443579,3.0,2025-04-30,2025-04-20,10,1,0.80,4.0
Ikeda,42.990216,143.443579,3.0,2025-05-01,2025-04-20,11,1,-1.90,0.1
Ikeda,42.990216,143.443579,3.0,2025-05-02,2025-04-20,12,0,4.30,11.4
Ikeda,42.990216,143.443579,3.0,2025-05-03,2025-04-20,13,0,7.20,7.7
Ikeda,42.990216,143.443579,3.0,2025-05-04,2025-04-20,14,0,5.60,7.0
Ikeda,42.990216,143.443579,3.0,2025-05-05,2025-04-20,15,0,3.30,5.0
Ikeda,42.990216,143.443579,3.0,2025-05-06,2025-04-20,16,1,0.50,0.8
Sarabetsu,42.656893,143.199584,-1.0,2025-04-20,2025-04-20,0,0,5.80,0.0
Sarabetsu,42.656893,143.199584,-1.0,2025-04-21,2025-04-20,1,0,-0.10,0.0
Sarabetsu,42.656893,143.199584,-1.0,2025-04-22,2025-04-20,2,0,-0.60,0.0
Sarabetsu,42.656893,143.199584,-1.0,2025-04-23,2025-04-20,3,0,2.00,0.0
Sarabetsu,42.656893,143.199584,-1.0,2025-04-24,2025-04-20,4,0,5.50,0.3
Sarabetsu,42.656893,143.199584,-1.0,2025-04-25,2025-04-20,5,0,1.70,0.0
Sarabetsu,42.656893,143.199584,-1.0,2025-04-26,2025-04-20,6,0,0.10,0.0
Sarabetsu,42.656893,143.199584,-1.0,2025-04-27,2025-04-20,7,0,-0.30,0.7
Sarabetsu,42.656893,143.199584,-1.0,2025-04-28,2025-04-20,8,0,-0.80,0.8
Sarabetsu,42.656893,143.199584,-1.0,2025-04-29,2025-04-20,9,0,-0.20,0.4
Sarabetsu,42.656893,143.199584,-1.0,2025-04-30,2025-04-20,10,0,0.00,0.7
Sarabetsu,42.656893,143.199584,-1.0,2025-05-01,2025-04-20,11,1,-2.30,0.0
Sarabetsu,42.656893,143.199584,-1.0,2025-05-02,2025-04-20,12,0,2.60,0.1
Sarabetsu,42.656893,143.199584,-1.0,2025-05-03,2025-04-20,13,0,6.70,0.1
Sarabetsu,42.656893,143.199584,-1.0,2025-05-04,2025-04-20,14,0,4.40,0.0
Sarabetsu,42.656893,143.199584,-1.0,2025-05-05,2025-04-20,15,0,4.10,0.1
Sarabetsu,42.656893,143.199584,-1.0,2025-05-06,2025-04-20,16,0,3.20,0.1
Sarabetsu,42.656893,143.199584,3.0,2025-04-20,2025-04-20,0,0,5.80,0.0
Sarabetsu,42.656893,143.199584,3.0,2025-04-21,2025-04-20,1,1,-0.10,0.0
Sarabetsu,42.656893,143.199584,3.0,2025-04-22,2025-04-20,2,1,-0.60,0.0
Sarabetsu,42.656893,143.199584,3.0,2025-04-23,2025-04-20,3,1,2.00,3.4
Sarabetsu,42.656893,143.199584,3.0,2025-04-24,2025-04-20,4,0,5.50,18.5
Sarabetsu,42.656893,143.199584,3.0,2025-04-25,2025-04-20,5,1,1.70,2.0
Sarabetsu,42.656893,143.199584,3.0,2025-04-26,2025-04-20,6,1,0.10,0.3
Sarabetsu,42.656893,143.199584,3.0,2025-04-27,2025-04-20,7,1,-0.30,2.1
Sarabetsu,42.656893,143.199584,3.0,2025-04-28,2025-04-20,8,1,-0.80,1.0
Sarabetsu,42.656893,143.199584,3.0,2025-04-29,2025-04-20,9,1,-0.20,1.1
Sarabetsu,42.656893,143.199584,3.0,2025-04-30,2025-04-20,10,1,0.00,2.2
Sarabetsu,42.656893,143.199584,3.0,2025-05-01,2025-04-20,11,1,-2.30,0.0
Sarabetsu,42.656893,143.199584,3.0,2025-05-02,2025-04-20,12,1,2.60,5.0
Sarabetsu,42.656893,143.199584,3.0,2025-05-03,2025-04-20,13,0,6.70,5.9
Sarabetsu,42.656893,143.199584,3.0,2025-05-04,2025-04-20,14,0,4.40,4.1
Sarabetsu,42.656893,143.199584,3.0,2025-05-05,2025-04-20,15,0,4.10,4.8
Sarabetsu,42.656893,143.199584,3.0,2025-05-06,2025-04-20,16,0,3.20,5.1
Memuro,42.656893,143.199584,-1.0,2025-04-20,2025-04-20,0,0,5.80,0.0
Memuro,42.656893,143.199584,-1.0,2025-04-21,2025-04-20,1,0,-0.10,0.0
Memuro,42.656893,143.199584,-1.0,2025-04-22,2025-04-20,2,0,-0.60,0.0
Memuro,42.656893,143.199584,-1.0,2025-04-23,2025-04-20,3,0,2.00,0.0
Memuro,42.656893,143.199584,-1.0,2025-04-24,2025-04-20,4,0,5.50,0.3
Memuro,42.656893,143.199584,-1.0,2025-04-25,2025-04-20,5,0,1.70,0.0
Memuro,42.656893,143.199584,-1.0,2025-04-26,2025-04-20,6,0,0.10,0.0
Memuro,42.656893,143.199584,-1.0,2025-04-27,2025-04-20,7,0,-0.30,0.7
Memuro,42.656893,143.199584,-1.0,2025-04-28,2025-04-20,8,0,-0.80,0.8
Memuro,42.656893,143.199584,-1.0,2025-04-29,2025-04-20,9,0,-0.20,0.4
Memuro,42.656893,143.199584,-1.0,2025-04-30,2025-04-20,10,0,0.00,0.7
Memuro,42.656893,143.199584,-1.0,2025-05-01,2025-04-20,11,1,-2.30,0.0
Memuro,42.656893,143.199584,-1.0,2025-05-02,2025-04-20,12,0,2.60,0.1
Memuro,42.656893,143.199584,-1.0,2025-05-03,2025-04-20,13,0,6.70,0.1
Memuro,42.656893,143.199584,-1.0,2025-05-04,2025-04-20,14,0,4.40,0.0
Memuro,42.656893,143.199584,-1.0,2025-05-05,2025-04-20,15,0,4.10,0.1
Memuro,42.656893,143.199584,-1.0,2025-05-06,2025-04-20,16,0,3.20,0.1
Memuro,42.656893,143.199584,3.0,2025-04-20,2025-04-20,0,0,5.80,0.0
Memuro,42.656893,143.199584,3.0,2025-04-21,2025-04-20,1,1,-0.10,0.0
Memuro,42.656893,143.199584,3.0,2025-04-22,2025-04-20,2,1,-0.60,0.0
Memuro,42.656893,143.199584,3.0,2025-04-23,2025-04-20,3,1,2.00,3.4
Memuro,42.656893,143.199584,3.0,2025-04-24,2025-04-20,4,0,5.50,18.5
Memuro,42.656893,143.199584,3.0,2025-04-25,2025-04-20,5,1,1.70,2.0
Memuro,42.656893,143.199584,3.0,2025-04-26,2025-04-20,6,1,0.10,0.3
Memuro,42.656893,143.199584,3.0,2025-04-27,2025-04-20,7,1,-0.30,2.1
Memuro,42.656893,143.199584,3.0,2025-04-28,2025-04-20,8,1,-0.80,1.0
Memuro,42.656893,143.199584,3.0,2025-04-29,2025-04-20,9,1,-0.20,1.1
Memuro,42.656893,143.199584,3.0,2025-04-30,2025-04-20,10,1,0.00,2.2
Memuro,42.656893,143.199584,3.0,2025-05-01,2025-04-20,11,1,-2.30,0.0
Memuro,42.656893,143.199584,3.0,2025-05-02,2025-04-20,12,1,2.60,5.0
Memuro,42.656893,143.199584,3.0,2025-05-03,2025-04-20,13,0,6.70,5.9
Memuro,42.656893,143.199584,3.0,2025-05-04,2025-04-20,14,0,4.40,4.1
Memuro,42.656893,143.199584,3.0,2025-05-05,2025-04-20,15,0,4.10,4.8
Memuro,42.656893,143.199584,3.0,2025-05-06,2025-04-20,16,0,3.20,5.1
Oketo,43.697422,143.620209,-1.0,2025-04-20,2025-04-20,0,0,3.90,0.0
Oketo,43.697422,143.620209,-1.0,2025-04-21,2025-04-20,1,0,0.20,0.0
Oketo,43.697422,143.620209,-1.0,2025-04-22,2025-04-20,2,0,0.00,33.3
Oketo,43.697422,143.620209,-1.0,2025-04-23,2025-04-20,3,0,3.60,1.0
Oketo,43.697422,143.620209,-1.0,2025-04-24,2025-04-20,4,0,-0.20,3.9
Oketo,43.697422,143.620209,-1.0,2025-04-25,2025-04-20,5,0,1.60,5.0
Oketo,43.697422,143.620209,-1.0,2025-04-26,2025-04-20,6,0,-0.10,4.1
Oketo,43.697422,143.620209,-1.0,2025-04-27,2025-04-20,7,0,0.30,3.3
Oketo,43.697422,143.620209,-1.0,2025-04-28,2025-04-20,8,1,-2.20,4.1
Oketo,43.697422,143.620209,-1.0,2025-04-29,2025-04-20,9,0,0.20,5.4
Oketo,43.697422,143.620209,-1.0,2025-04-30,2025-04-20,10,0,-0.10,4.7
